72,66,65,65,64,61,71,78,73,69,68,65,62,65,66,66,72,74,67,61,77,71,68,65,64,60,73,69,70,69,74,72,61,63,69,68,68,63,71,72,65,63,58,60
65,63,73,75,67,61,76,65,62,62,79,75,74,70,57,52,62,62,62,63,78,72,57,50,39,36,51,51,41,43,64,70,56,54,50,46,66,67,49,43,43,43,41,43
70,72,65,64,71,69,75,76,65,68,69,79,65,74,62,67,73,73,53,51,72,69,74,68,49,44,52,48,65,68,64,72,57,58,66,69,64,69,76,73,66,69,50,53
67,68,73,78,65,63,67,60,63,62,71,68,76,73,59,61,62,56,74,73,78,76,79,79,70,70,68,67,65,67,76,75,63,61,61,56,76,75,74,77,76,74,59,68
73,73,75,79,64,66,68,61,71,68,77,75,63,73,62,55,70,64,77,75,75,79,70,75,65,59,68,56,63,67,74,73,60,60,62,60,73,77,70,72,73,67,64,61
61,66,64,74,51,55,64,63,67,67,73,76,69,67,55,53,70,67,65,61,70,66,70,62,43,35,68,65,61,56,70,73,59,62,64,62,67,68,55,61,53,42,37,28
71,73,65,80,62,67,65,77,66,68,72,80,71,74,58,62,67,73,73,73,83,78,66,77,60,59,61,61,53,46,73,75,67,65,62,65,62,66,62,60,61,68,43,56
54,52,72,69,73,56,69,67,67,61,70,71,72,62,70,60,69,70,73,71,79,72,78,66,72,67,63,58,73,70,70,72,61,60,67,72,67,63,76,66,78,63,63,59
23,60,54,35,43,64,32,46,29,28,72,72,63,64,47,44,36,33,56,52,72,74,63,60,53,56,57,59,28,25,59,67,59,64,40,28,57,56,39,39,76,60,62,53
69,65,72,68,70,71,76,78,64,62,72,68,76,78,68,73,68,72,59,53,66,66,67,75,65,67,64,55,71,72,78,75,62,61,67,66,66,64,79,75,73,75,63,62
59,75,70,76,62,70,65,74,65,67,75,76,70,73,63,61,74,67,78,69,75,73,70,68,67,64,79,68,70,75,76,77,59,63,72,69,64,64,65,72,61,61,51,55
75,73,72,77,68,67,76,73,67,65,76,78,66,74,67,62,70,69,66,64,77,74,75,73,67,69,73,69,68,68,72,74,61,61,70,67,72,71,79,75,77,75,67,71
62,54,68,70,51,28,54,23,54,54,63,65,63,70,23,11,47,31,50,59,68,67,70,75,17,16,49,44,36,19,70,72,62,68,40,29,63,58,48,44,28,10,15,28
61,76,71,68,77,69,77,69,64,75,71,81,75,72,71,69,70,73,61,71,69,79,64,65,62,66,61,65,71,68,67,71,59,64,66,65,60,68,74,71,69,68,63,59
58,63,80,71,76,70,70,71,64,63,74,78,77,75,62,61,62,56,71,52,82,71,84,85,71,71,57,47,42,39,70,70,50,70,50,46,58,60,76,73,82,77,65,66
67,68,70,72,70,72,70,76,68,71,74,70,75,76,71,75,77,78,69,72,82,74,69,75,70,71,70,69,67,66,68,63,57,61,65,64,51,52,76,76,73,74,55,56
64,60,71,69,71,65,66,64,68,59,63,67,68,64,73,59,73,60,72,56,77,68,69,69,66,59,57,40,55,53,69,63,71,63,66,55,66,58,65,65,75,64,61,56
70,68,68,70,56,54,66,67,68,70,75,73,59,59,60,62,75,71,50,45,55,55,61,61,46,49,55,52,66,72,66,65,62,65,68,70,69,69,67,70,56,57,56,52
68,77,67,70,64,62,79,80,64,64,76,74,65,64,64,60,62,67,74,75,82,77,75,74,72,73,72,71,67,69,75,73,64,62,63,65,68,70,77,69,72,71,65,57
59,52,70,67,73,66,72,61,58,52,72,71,70,77,66,65,67,55,61,57,68,66,72,74,63,64,56,54,67,54,76,74,65,67,66,56,62,56,72,62,74,74,64,67
77,61,62,68,62,58,72,68,77,71,76,77,72,75,62,57,77,74,61,58,72,76,69,68,56,53,57,54,69,70,73,79,65,70,66,68,67,66,71,67,60,60,53,57
65,60,71,72,67,72,68,72,54,55,75,70,75,75,75,70,69,68,61,62,74,71,74,79,72,76,62,61,71,68,76,75,63,60,65,70,49,48,73,68,75,74,66,67
68,70,66,72,63,71,77,82,61,63,61,62,61,65,65,62,72,77,69,73,72,78,74,77,69,69,77,74,64,63,66,70,58,60,65,69,75,77,77,77,69,77,65,64
65,62,68,74,57,56,62,60,65,63,74,71,69,67,56,59,66,63,76,75,79,77,78,77,61,53,66,69,59,62,76,76,62,64,63,61,75,74,67,69,66,68,50,44
67,70,63,48,63,60,76,75,65,52,63,48,64,52,57,62,64,76,65,65,74,62,69,64,54,62,63,78,70,59,63,49,59,53,68,65,76,62,72,61,68,61,54,53
77,69,77,79,60,59,65,68,57,54,76,76,60,66,39,36,63,65,54,60,75,71,59,63,43,38,64,49,53,42,67,73,62,60,55,52,59,58,55,43,41,37,39,26
68,49,62,59,67,64,68,67,71,62,73,63,64,62,61,56,74,75,70,69,76,75,66,64,62,64,63,67,65,66,70,67,61,57,66,68,72,64,69,57,68,66,59,59
57,55,56,53,51,44,68,56,68,66,64,58,58,68,66,68,72,70,67,61,70,63,70,62,44,41,63,45,42,61,64,51,68,55,71,69,62,54,57,52,38,27,39,32
74,67,69,75,59,57,70,68,70,62,79,76,74,70,64,56,71,73,72,64,81,72,75,66,60,57,68,62,59,38,74,66,71,60,67,59,66,58,70,50,45,31,36,35
65,69,70,71,56,63,63,70,44,51,78,74,48,49,49,52,58,60,49,51,80,65,51,48,58,43,64,62,71,70,78,73,71,57,71,73,68,64,62,59,59,64,53,55
75,67,73,75,60,58,69,71,65,61,74,78,67,64,59,57,68,68,60,61,74,72,64,66,51,51,58,53,69,63,74,76,57,60,59,64,55,60,61,59,45,56,43,50
68,64,65,68,63,64,77,73,75,72,80,77,70,71,61,61,73,68,63,62,76,73,69,69,48,59,62,44,66,59,75,74,64,64,63,61,70,69,74,67,51,48,45,45
