72,62,69,67,78,82,74,65,69,63,70,70,72,74,70,71,72,75,66,65,73,78,74,79,74,69,69,70,71,69,72,70,62,65,65,71,63,60,69,73,67,71,56,58
73,62,69,70,73,67,76,77,72,66,75,73,78,69,73,61,66,58,74,64,75,73,76,66,70,59,63,58,67,66,76,71,66,65,65,66,71,64,70,61,72,67,58,59
58,40,57,43,74,57,78,53,68,58,65,54,75,50,59,73,80,77,60,59,61,61,55,56,48,63,75,77,13,7,47,52,54,58,51,31,53,18,17,6,15,69,30,40
60,64,61,74,57,63,67,70,59,65,62,74,58,68,51,41,63,67,60,70,73,85,62,46,31,35,56,79,58,64,70,75,59,58,57,66,62,71,69,61,41,31,24,18
76,59,82,76,80,56,74,67,67,58,77,71,56,68,60,64,66,66,66,66,82,79,40,45,49,48,75,70,64,35,71,60,39,28,71,66,73,61,71,49,53,45,29,15
71,61,74,74,76,74,69,56,68,78,71,78,58,64,70,72,71,68,72,71,79,78,67,68,63,60,67,67,76,74,67,79,67,71,71,64,70,74,83,76,74,73,54,54
70,75,72,72,67,71,71,78,63,67,73,76,71,74,59,61,67,64,74,71,77,77,70,72,61,61,62,58,63,69,76,75,64,65,66,67,68,70,70,71,64,67,56,54
71,71,77,82,64,63,73,71,66,64,72,79,66,59,57,57,70,63,71,68,78,79,67,65,63,63,70,67,68,70,75,77,60,62,70,67,77,74,71,75,72,67,62,60
61,58,66,74,68,68,72,71,40,42,52,54,70,75,63,67,54,59,67,65,75,78,71,79,69,75,72,69,67,69,63,69,52,58,64,65,59,59,75,76,67,69,58,63
42,51,72,56,72,67,58,54,56,56,65,68,55,58,57,62,69,75,49,56,47,61,43,44,38,47,60,68,42,45,67,62,47,48,63,64,58,72,51,54,60,55,39,45
68,70,69,74,65,70,72,73,71,68,73,70,68,74,63,65,65,63,70,67,74,70,69,72,62,63,63,61,66,66,74,80,70,72,69,67,60,57,69,62,66,75,50,50
66,64,64,66,67,72,72,77,65,66,64,64,57,61,70,66,74,78,73,72,77,75,60,58,58,61,63,60,59,60,65,65,58,58,69,73,76,75,73,75,72,72,62,62
62,60,69,61,63,63,70,68,70,65,77,56,71,65,69,68,74,78,77,70,80,73,79,75,76,67,74,69,66,71,70,61,54,54,66,66,58,56,72,73,71,64,49,42
62,54,65,65,24,31,79,66,53,54,76,72,47,50,30,25,73,74,62,55,76,78,56,47,27,34,56,78,68,68,66,68,60,60,66,68,55,51,68,71,31,29,27,18
74,77,80,77,69,64,79,76,70,68,77,78,71,69,58,55,70,65,67,65,77,77,64,61,48,45,61,54,66,65,75,78,61,69,65,58,71,71,55,60,28,39,36,35
